Sales_ID,Order_Date,Customer_ID,Product_ID,Quantity,Discount_Percent,Returned,Cost_Price,Unit_Price
SALE01163,2024-12-14,CUST030,PROD031,7,20,No,497.96,678.98
SALE01164,2023-02-04,CUST022,PROD028,6,5,Yes,91.45,104.7
SALE01165,2024-03-20,CUST126,PROD007,4,15,No,373.08,496.81
SALE01166,2023-04-03,CUST157,PROD030,3,10,No,154.3,233.15
SALE01167,2023-07-26,CUST169,PROD043,9,5,No,200.25,239.71
SALE01168,2023-12-19,CUST042,PROD007,4,20,No,373.08,427.4
SALE01169,2023-11-28,CUST098,PROD036,8,10,No,479.76,606.76
SALE01170,2024-12-25,CUST193,PROD029,1,5,No,116.24,150.47
SALE01171,2023-06-08,CUST031,PROD024,7,0,No,460.37,576.9
SALE01172,2023-01-24,CUST158,PROD039,6,20,No,62.31,72.75
SALE01173,2024-02-08,CUST112,PROD004,1,0,No,134.3,164.57
SALE01174,2024-05-30,CUST146,PROD029,4,20,No,116.24,167.52
SALE01175,2023-12-30,CUST122,PROD044,5,5,No,122.4,158.26
SALE01176,2024-01-17,CUST017,PROD005,8,10,No,208.55,295.36
SALE01177,2024-06-15,CUST038,PROD029,4,25,No,116.24,159.03
SALE01178,2023-06-01,CUST142,PROD030,3,0,No,154.3,212.09
SALE01179,2024-07-15,CUST110,PROD029,2,10,No,116.24,142.31
SALE01180,2024-11-19,CUST184,PROD026,4,15,Yes,350.75,477.29
SALE01181,2024-08-30,CUST022,PROD019,4,15,No,489.17,543.86
SALE01182,2024-09-08,CUST195,PROD026,5,10,No,350.75,461.54
SALE01183,2024-02-24,CUST056,PROD037,7,10,No,38.35,53.17
SALE01184,2023-09-07,CUST119,PROD027,9,15,No,46.96,55.93
SALE01185,2023-04-27,CUST147,PROD030,2,20,No,154.3,189.52
SALE01186,2024-05-26,CUST057,PROD030,5,15,No,154.3,186.67
SALE01187,2024-07-31,CUST172,PROD003,9,5,No,222.88,253.03
SALE01188,2023-12-01,CUST035,PROD043,3,30,No,200.25,255.1
SALE01189,2024-02-22,CUST114,PROD007,1,5,No,373.08,593.0
SALE01190,2023-10-22,CUST125,PROD049,2,0,No,25.83,32.98
SALE01191,2024-01-06,CUST129,PROD009,6,5,No,413.17,549.63
SALE01192,2023-07-05,CUST052,PROD041,5,0,No,93.14,132.87
SALE01193,2023-09-03,CUST085,PROD042,1,0,No,326.96,465.67
SALE01194,2024-09-28,CUST198,PROD013,1,5,No,206.11,324.61
SALE01195,2023-09-25,CUST165,PROD015,4,0,No,50.62,77.39
SALE01196,2024-10-04,CUST065,PROD005,4,15,No,208.55,312.19
SALE01197,2023-08-25,CUST179,PROD029,6,0,No,116.24,183.17
SALE01198,2024-06-13,CUST129,PROD035,6,0,No,458.47,557.22
SALE01199,2024-07-05,CUST021,PROD027,6,0,No,46.96,66.14
SALE01200,2023-01-21,CUST181,PROD027,1,0,No,46.96,72.49
SALE01201,2024-06-03,CUST016,PROD008,9,5,No,385.93,544.96
SALE01202,2023-04-10,CUST123,PROD032,7,10,No,351.49,558.42
SALE01203,2024-04-22,CUST061,PROD020,7,30,Yes,282.44,324.86
SALE01204,2024-08-21,CUST054,PROD010,7,20,Yes,374.66,494.43
SALE01205,2023-10-25,CUST168,PROD013,2,20,No,206.11,327.44
SALE01206,2024-06-09,CUST026,PROD029,2,0,Yes,116.24,149.92
SALE01207,2023-11-30,CUST080,PROD035,6,5,No,458.47,673.85
SALE01208,2023-01-02,CUST065,PROD008,7,0,No,385.93,430.39
SALE01209,2024-01-10,CUST100,PROD029,3,15,Yes,116.24,168.25
SALE01210,2023-10-20,CUST074,PROD031,4,0,No,497.96,780.46
SALE01211,2024-07-06,CUST192,PROD041,3,10,No,93.14,120.28
SALE01212,2023-11-14,CUST171,PROD030,7,0,No,154.3,171.37
SALE01213,2024-05-16,CUST017,PROD022,7,0,No,31.27,34.83
SALE01214,2024-01-16,CUST121,PROD021,4,30,No,168.12,259.92
SALE01215,2024-09-14,CUST187,PROD012,7,15,No,126.38,184.67
SALE01216,2023-01-14,CUST023,PROD011,5,20,Yes,343.71,396.42
SALE01217,2024-05-18,CUST135,PROD002,1,10,No,171.82,193.69
SALE01218,2023-08-19,CUST172,PROD050,4,20,No,147.08,220.97
SALE01219,2023-03-25,CUST181,PROD041,7,10,No,93.14,140.17
SALE01220,2023-05-10,CUST071,PROD002,2,25,No,171.82,199.36
SALE01221,2023-05-25,CUST108,PROD034,2,5,No,371.18,464.26
SALE01222,2023-01-28,CUST079,PROD003,1,10,No,222.88,332.09
SALE01223,2023-03-07,CUST162,PROD016,2,15,No,268.9,366.43
SALE01224,2023-06-12,CUST046,PROD004,8,5,No,134.3,211.96
SALE01225,2023-08-17,CUST196,PROD023,8,20,No,463.08,620.77
SALE01226,2023-09-18,CUST078,PROD050,8,30,Yes,147.08,211.57
SALE01227,2024-03-24,CUST016,PROD020,1,10,No,282.44,382.68
SALE01228,2024-02-28,CUST071,PROD025,1,5,Yes,133.97,210.53
SALE01229,2024-04-04,CUST096,PROD030,4,10,No,154.3,200.49
SALE01230,2024-11-06,CUST147,PROD018,6,20,No,403.03,489.64
SALE01231,2023-10-28,CUST002,PROD042,8,10,No,326.96,413.05
SALE01232,2023-10-30,CUST010,PROD011,2,0,Yes,343.71,524.63
SALE01233,2023-10-14,CUST178,PROD029,3,10,No,116.24,156.8
SALE01234,2024-01-30,CUST125,PROD017,6,0,No,223.8,285.82
SALE01235,2023-01-10,CUST081,PROD026,4,15,Yes,350.75,481.27
SALE01236,2024-12-07,CUST140,PROD023,2,5,No,463.08,540.24
SALE01237,2024-09-21,CUST070,PROD048,7,10,No,232.09,255.92
SALE01238,2023-09-27,CUST150,PROD020,4,15,No,282.44,350.31
SALE01239,2024-08-14,CUST032,PROD045,8,0,No,140.31,196.79
SALE01240,2024-08-27,CUST105,PROD002,8,0,No,171.82,250.14
SALE01241,2023-12-27,CUST084,PROD024,7,5,No,460.37,696.68
SALE01242,2023-09-14,CUST129,PROD031,9,0,Yes,497.96,778.48
SALE01243,2023-05-13,CUST182,PROD027,4,5,No,46.96,61.33
SALE01244,2023-10-03,CUST058,PROD002,7,30,Yes,171.82,252.62
SALE01245,2024-11-13,CUST198,PROD014,1,20,Yes,244.08,277.6
SALE01246,2024-05-27,CUST146,PROD004,4,20,No,134.3,151.59
SALE01247,2023-11-09,CUST134,PROD049,2,25,No,25.83,30.02
SALE01248,2024-07-29,CUST045,PROD013,9,5,No,206.11,272.95
SALE01249,2023-10-11,CUST097,PROD036,5,5,No,479.76,578.42
SALE01250,2023-05-01,CUST023,PROD035,3,0,No,458.47,570.09
SALE01251,2023-04-17,CUST023,PROD044,4,20,No,122.4,174.29
SALE01252,2024-11-17,CUST154,PROD008,6,15,No,385.93,493.71
SALE01253,2023-07-23,CUST135,PROD002,1,0,No,171.82,236.89
SALE01254,2023-06-14,CUST079,PROD006,7,5,No,290.02,378.82
SALE01255,2023-11-01,CUST044,PROD031,8,10,No,497.96,589.83
SALE01256,2024-05-11,CUST027,PROD010,7,10,No,374.66,425.99
SALE01257,2024-09-23,CUST026,PROD044,7,20,No,122.4,149.1
SALE01258,2024-07-09,CUST097,PROD021,9,5,No,168.12,189.78
SALE01259,2023-06-05,CUST036,PROD042,4,25,No,326.96,460.79
SALE01260,2024-01-02,CUST109,PROD010,7,5,No,374.66,561.19
SALE01261,2024-12-19,CUST055,PROD023,9,15,No,463.08,588.05
SALE01262,2024-09-11,CUST192,PROD003,5,25,Yes,222.88,288.31
SALE01263,2023-09-08,CUST185,PROD032,2,25,No,351.49,530.08
SALE01264,2023-11-30,CUST069,PROD020,5,0,No,282.44,342.12
SALE01265,2024-10-03,CUST061,PROD010,4,0,No,374.66,434.45
SALE01266,2024-05-25,CUST130,PROD029,8,10,No,116.24,156.99
SALE01267,2023-10-20,CUST055,PROD041,5,5,No,93.14,132.55
SALE01268,2023-01-20,CUST122,PROD046,9,10,No,186.57,261.17
SALE01269,2023-10-09,CUST097,PROD034,9,25,No,371.18,540.79
SALE01270,2023-01-01,CUST080,PROD037,3,0,Yes,38.35,43.27
SALE01271,2023-04-29,CUST087,PROD020,6,10,No,282.44,371.15
SALE01272,2023-02-04,CUST038,PROD008,6,0,Yes,385.93,470.56
SALE01273,2023-07-17,CUST119,PROD007,4,20,No,373.08,551.99
SALE01274,2024-04-29,CUST078,PROD006,3,30,No,290.02,445.58
SALE01275,2023-02-28,CUST157,PROD011,1,10,No,343.71,426.43
SALE01276,2023-06-10,CUST154,PROD044,7,0,No,122.4,140.47
SALE01277,2024-11-21,CUST035,PROD018,5,15,No,403.03,494.4
SALE01278,2023-07-25,CUST079,PROD042,7,15,No,326.96,376.66
SALE01279,2023-01-12,CUST067,PROD029,1,5,No,116.24,146.6
SALE01280,2024-05-04,CUST087,PROD025,8,20,No,133.97,183.42
SALE01281,2023-10-03,CUST157,PROD021,3,30,No,168.12,266.78
SALE01282,2024-11-23,CUST034,PROD046,7,10,No,186.57,242.48
SALE01283,2023-08-30,CUST097,PROD003,3,10,No,222.88,269.69
SALE01284,2023-08-04,CUST169,PROD018,3,5,No,403.03,476.95
SALE01285,2023-09-08,CUST169,PROD024,9,10,No,460.37,546.24
SALE01286,2023-05-06,CUST151,PROD047,2,5,No,137.38,164.35
SALE01287,2023-08-05,CUST071,PROD038,4,5,No,203.32,301.14
SALE01288,2023-11-02,CUST003,PROD010,6,0,No,374.66,423.56
SALE01289,2023-07-04,CUST058,PROD027,3,5,No,46.96,75.08
SALE01290,2023-02-08,CUST032,PROD012,7,0,Yes,126.38,172.05
SALE01291,2023-08-11,CUST031,PROD007,7,10,Yes,373.08,511.92
SALE01292,2023-07-03,CUST082,PROD017,5,10,Yes,223.8,286.19
SALE01293,2024-05-09,CUST043,PROD001,3,10,No,131.87,190.57
SALE01294,2024-03-02,CUST135,PROD050,2,5,No,147.08,196.46
SALE01295,2023-06-27,CUST105,PROD026,4,5,No,350.75,443.53
SALE01296,2024-03-03,CUST001,PROD015,4,20,No,50.62,62.39
SALE01297,2023-10-21,CUST061,PROD033,8,10,No,198.26,309.85
SALE01298,2023-05-31,CUST014,PROD037,8,30,No,38.35,47.76
SALE01299,2024-01-19,CUST180,PROD047,5,5,No,137.38,181.09
SALE01300,2024-09-29,CUST006,PROD031,6,10,No,497.96,634.98
SALE01301,2023-11-04,CUST103,PROD035,8,0,No,458.47,524.07
SALE01302,2023-12-02,CUST010,PROD001,1,15,No,131.87,157.32
SALE01303,2024-01-10,CUST071,PROD008,5,20,No,385.93,461.09
SALE01304,2023-01-08,CUST090,PROD012,4,25,No,126.38,182.85
SALE01305,2023-12-07,CUST158,PROD019,4,30,No,489.17,637.53
SALE01306,2023-05-09,CUST149,PROD025,2,5,No,133.97,199.75
SALE01307,2024-10-30,CUST126,PROD032,1,10,Yes,351.49,511.23
SALE01308,2023-12-18,CUST188,PROD012,6,10,No,126.38,151.15
SALE01309,2023-12-24,CUST097,PROD013,7,10,No,206.11,284.73
SALE01310,2024-05-31,CUST074,PROD028,5,0,No,91.45,134.56
SALE01311,2024-05-09,CUST115,PROD001,8,20,No,131.87,186.8
SALE01312,2023-03-27,CUST191,PROD006,9,25,No,290.02,406.03
SALE01313,2023-06-24,CUST170,PROD008,2,5,Yes,385.93,567.24
SALE01314,2023-07-12,CUST051,PROD004,4,5,No,134.3,151.54
SALE01315,2023-11-07,CUST192,PROD005,9,0,No,208.55,305.67
SALE01316,2023-04-29,CUST056,PROD025,5,15,No,133.97,165.63
SALE01317,2023-08-06,CUST041,PROD022,3,5,No,31.27,43.34
SALE01318,2024-03-02,CUST032,PROD028,6,25,Yes,91.45,111.67
SALE01319,2024-02-18,CUST015,PROD039,3,15,No,62.31,94.67
SALE01320,2023-04-24,CUST062,PROD023,5,10,No,463.08,620.66
SALE01321,2023-05-25,CUST155,PROD004,3,10,No,134.3,190.9
SALE01322,2024-06-21,CUST028,PROD004,6,0,No,134.3,201.05
SALE01323,2024-10-09,CUST064,PROD047,5,25,No,137.38,212.62
SALE01324,2023-10-30,CUST187,PROD021,9,10,No,168.12,246.47
SALE01325,2024-08-10,CUST186,PROD037,3,30,No,38.35,45.04
SALE01326,2023-12-11,CUST130,PROD041,6,10,No,93.14,142.25
SALE01327,2023-01-01,CUST127,PROD002,8,15,No,171.82,242.14
SALE01328,2023-05-27,CUST036,PROD007,7,0,No,373.08,524.07
SALE01329,2023-10-14,CUST114,PROD049,6,10,No,25.83,40.31
SALE01330,2024-10-15,CUST199,PROD016,2,15,Yes,268.9,329.25
SALE01331,2023-02-22,CUST013,PROD017,7,15,Yes,223.8,272.99
SALE01332,2023-10-31,CUST015,PROD020,8,15,No,282.44,383.16
SALE01333,2023-03-10,CUST089,PROD023,1,0,No,463.08,683.24
SALE01334,2023-12-27,CUST188,PROD034,9,30,No,371.18,491.3
SALE01335,2024-08-24,CUST022,PROD011,4,30,No,343.71,487.02
SALE01336,2023-08-08,CUST191,PROD034,8,0,Yes,371.18,492.28
SALE01337,2024-12-04,CUST074,PROD033,7,25,No,198.26,278.59
SALE01338,2024-07-28,CUST025,PROD026,7,5,No,350.75,530.03
SALE01339,2024-08-07,CUST101,PROD002,2,15,No,171.82,204.51
SALE01340,2023-06-10,CUST176,PROD023,1,5,Yes,463.08,670.4
SALE01341,2024-11-11,CUST171,PROD041,4,30,No,93.14,139.12
SALE01342,2023-03-30,CUST117,PROD022,2,0,No,31.27,41.39
SALE01343,2024-11-18,CUST166,PROD034,8,10,No,371.18,468.29
SALE01344,2024-08-07,CUST041,PROD015,7,5,No,50.62,56.02
SALE01345,2024-08-11,CUST173,PROD010,8,5,No,374.66,561.45
SALE01346,2023-06-08,CUST088,PROD015,6,10,No,50.62,63.98
SALE01347,2024-05-03,CUST168,PROD042,1,0,No,326.96,418.07
SALE01348,2023-11-20,CUST110,PROD029,9,15,No,116.24,147.39
SALE01349,2024-09-01,CUST120,PROD023,6,30,No,463.08,624.87
SALE01350,2024-01-16,CUST097,PROD017,1,20,No,223.8,324.79
SALE01351,2023-04-12,CUST145,PROD009,1,20,No,413.17,613.94
SALE01352,2024-05-08,CUST057,PROD050,8,5,No,147.08,190.66
SALE01353,2024-10-05,CUST130,PROD036,6,5,No,479.76,686.8
SALE01354,2024-09-05,CUST096,PROD009,8,10,No,413.17,603.37
SALE01355,2023-01-19,CUST121,PROD016,8,0,No,268.9,335.71
SALE01356,2024-03-29,CUST062,PROD036,8,25,No,479.76,550.91
SALE01357,2024-04-26,CUST137,PROD048,7,0,No,232.09,359.12
SALE01358,2024-08-16,CUST068,PROD033,7,25,No,198.26,285.21
SALE01359,2024-02-01,CUST081,PROD031,4,0,No,497.96,709.12
SALE01360,2023-10-06,CUST017,PROD006,9,20,No,290.02,327.56
SALE01361,2023-12-31,CUST117,PROD010,2,0,No,374.66,565.34
SALE01362,2023-11-27,CUST050,PROD016,9,0,Yes,268.9,371.9
SALE01363,2024-10-02,CUST112,PROD004,3,15,No,134.3,204.67
SALE01364,2023-12-10,CUST094,PROD022,2,5,No,31.27,49.63
SALE01365,2024-03-30,CUST168,PROD013,4,15,No,206.11,325.35
SALE01366,2024-08-23,CUST186,PROD016,5,10,No,268.9,410.89
SALE01367,2024-12-25,CUST085,PROD029,2,0,No,116.24,128.5
SALE01368,2024-10-16,CUST149,PROD006,1,25,Yes,290.02,447.46
SALE01369,2023-03-06,CUST146,PROD026,5,10,No,350.75,398.99
SALE01370,2023-03-17,CUST183,PROD011,9,15,No,343.71,524.36
SALE01371,2024-12-11,CUST157,PROD024,5,10,No,460.37,570.9
SALE01372,2023-05-23,CUST152,PROD029,9,10,No,116.24,163.32
SALE01373,2024-08-27,CUST074,PROD003,6,5,Yes,222.88,249.41
SALE01374,2024-04-17,CUST109,PROD010,3,0,No,374.66,556.59
SALE01375,2024-02-21,CUST145,PROD001,4,10,No,131.87,152.42
SALE01376,2023-11-01,CUST018,PROD043,4,5,No,200.25,261.4
SALE01377,2024-05-11,CUST042,PROD026,1,5,No,350.75,529.18
SALE01378,2023-10-18,CUST101,PROD012,3,15,No,126.38,182.96
SALE01379,2023-04-12,CUST045,PROD014,3,15,No,244.08,269.23
SALE01380,2023-09-24,CUST082,PROD025,1,0,No,133.97,174.36
SALE01381,2024-09-13,CUST017,PROD008,9,5,No,385.93,432.61
SALE01382,2023-01-03,CUST073,PROD043,1,5,Yes,200.25,287.71
SALE01383,2023-03-26,CUST014,PROD004,9,0,No,134.3,212.79
SALE01384,2023-11-24,CUST177,PROD028,1,0,No,91.45,130.56
SALE01385,2024-03-25,CUST157,PROD007,2,0,No,373.08,452.24
SALE01386,2024-03-29,CUST132,PROD010,2,30,Yes,374.66,478.67
SALE01387,2024-09-20,CUST082,PROD036,6,15,No,479.76,762.01
SALE01388,2023-08-09,CUST148,PROD002,7,0,No,171.82,208.25
SALE01389,2023-06-03,CUST120,PROD026,1,0,No,350.75,484.3
SALE01390,2024-10-26,CUST120,PROD050,3,15,No,147.08,191.24
SALE01391,2023-01-12,CUST047,PROD014,2,5,No,244.08,362.25
SALE01392,2023-05-13,CUST107,PROD016,8,15,No,268.9,412.41
SALE01393,2023-10-31,CUST108,PROD043,9,25,No,200.25,254.4
SALE01394,2023-10-20,CUST009,PROD042,2,10,No,326.96,467.62
SALE01395,2023-10-27,CUST079,PROD017,2,0,No,223.8,307.62
SALE01396,2023-02-12,CUST155,PROD046,9,15,No,186.57,231.2
SALE01397,2023-12-09,CUST015,PROD022,4,30,Yes,31.27,38.65
SALE01398,2023-11-22,CUST019,PROD004,5,10,No,134.3,183.9
SALE01399,2024-05-12,CUST090,PROD019,9,15,No,489.17,575.75
SALE01400,2023-12-30,CUST180,PROD002,6,5,No,171.82,258.66
SALE01401,2024-03-02,CUST026,PROD039,9,5,No,62.31,70.69
SALE01402,2023-01-21,CUST154,PROD009,9,15,No,413.17,474.02
SALE01403,2024-02-11,CUST154,PROD019,7,25,No,489.17,621.79
SALE01404,2024-09-10,CUST174,PROD016,9,10,No,268.9,311.67
SALE01405,2023-12-02,CUST092,PROD025,5,15,No,133.97,179.23
SALE01406,2023-04-27,CUST177,PROD048,5,0,Yes,232.09,301.68
SALE01407,2023-05-04,CUST082,PROD018,8,0,No,403.03,588.79
SALE01408,2024-02-03,CUST181,PROD023,4,10,No,463.08,730.05
SALE01409,2024-12-15,CUST131,PROD021,9,0,No,168.12,248.28
SALE01410,2023-02-20,CUST194,PROD011,7,10,No,343.71,408.92
SALE01411,2023-11-20,CUST042,PROD039,7,5,No,62.31,97.69
SALE01412,2023-05-21,CUST019,PROD041,3,15,No,93.14,120.72
SALE01413,2024-04-14,CUST017,PROD004,4,20,No,134.3,179.57
SALE01414,2023-11-30,CUST161,PROD025,7,10,No,133.97,175.61
SALE01415,2024-01-08,CUST076,PROD032,5,0,No,351.49,435.94
SALE01416,2024-07-17,CUST177,PROD030,3,10,No,154.3,238.78
SALE01417,2024-05-08,CUST184,PROD045,1,30,No,140.31,177.65
SALE01418,2024-06-22,CUST063,PROD026,7,10,No,350.75,487.3
SALE01419,2024-10-30,CUST131,PROD036,6,0,Yes,479.76,585.32
SALE01420,2023-06-05,CUST107,PROD034,7,0,No,371.18,556.28
SALE01421,2023-10-18,CUST049,PROD009,2,5,No,413.17,614.42
SALE01422,2024-10-09,CUST055,PROD012,4,0,No,126.38,157.74
SALE01423,2023-05-24,CUST154,PROD002,2,20,No,171.82,247.55
SALE01424,2023-04-16,CUST099,PROD038,8,20,No,203.32,295.21
SALE01425,2024-02-24,CUST200,PROD005,7,5,No,208.55,288.06
SALE01426,2024-10-31,CUST052,PROD005,1,5,No,208.55,292.03
SALE01427,2024-10-19,CUST100,PROD022,2,0,No,31.27,43.38
SALE01428,2023-01-02,CUST117,PROD005,2,25,No,208.55,237.94
SALE01429,2024-08-11,CUST118,PROD004,4,10,No,134.3,192.74
SALE01430,2024-10-05,CUST007,PROD009,3,15,No,413.17,551.54
SALE01431,2023-03-31,CUST046,PROD029,1,5,No,116.24,153.35
SALE01432,2023-12-11,CUST046,PROD022,2,10,No,31.27,47.84
SALE01433,2023-12-16,CUST100,PROD027,9,5,No,46.96,52.2
SALE01434,2024-04-03,CUST144,PROD010,1,5,No,374.66,459.2
SALE01435,2023-09-20,CUST152,PROD016,9,10,No,268.9,312.11
SALE01436,2023-12-17,CUST189,PROD042,7,10,No,326.96,365.43
SALE01437,2023-04-18,CUST054,PROD042,2,5,No,326.96,404.72
SALE01438,2024-08-08,CUST062,PROD010,2,0,No,374.66,597.3
SALE01439,2023-02-08,CUST129,PROD006,5,5,No,290.02,358.21
SALE01440,2023-06-08,CUST049,PROD049,5,5,No,25.83,36.98
SALE01441,2024-08-05,CUST025,PROD005,4,10,No,208.55,241.74
SALE01442,2023-11-08,CUST010,PROD006,3,25,No,290.02,406.3
SALE01443,2023-08-29,CUST118,PROD047,4,0,No,137.38,218.74
SALE01444,2024-03-20,CUST144,PROD025,4,0,No,133.97,166.92
SALE01445,2023-10-25,CUST186,PROD050,2,0,No,147.08,224.16
SALE01446,2023-02-05,CUST200,PROD004,5,10,No,134.3,214.72
SALE01447,2023-03-25,CUST157,PROD040,5,5,No,174.47,243.26
SALE01448,2024-03-27,CUST092,PROD048,5,15,No,232.09,291.2
SALE01449,2024-01-20,CUST134,PROD032,1,0,No,351.49,505.01
SALE01450,2023-06-21,CUST144,PROD035,6,10,No,458.47,697.99
SALE01451,2024-01-11,CUST148,PROD010,2,20,No,374.66,444.23
SALE01452,2024-11-15,CUST080,PROD034,7,25,No,371.18,492.28
SALE01453,2023-12-28,CUST071,PROD036,4,30,No,479.76,604.3
SALE01454,2024-07-12,CUST078,PROD006,5,15,No,290.02,360.11
SALE01455,2023-05-21,CUST043,PROD043,5,25,No,200.25,306.46
SALE01456,2023-04-28,CUST154,PROD046,5,0,No,186.57,244.56
SALE01457,2023-10-04,CUST090,PROD016,2,0,No,268.9,341.38
SALE01458,2024-12-26,CUST078,PROD019,5,0,No,489.17,685.7
SALE01459,2023-08-08,CUST199,PROD034,3,15,No,371.18,449.02
SALE01460,2023-01-26,CUST161,PROD025,4,25,No,133.97,162.77
SALE01461,2024-06-04,CUST026,PROD031,2,0,No,497.96,677.3
SALE01462,2023-01-10,CUST121,PROD049,4,10,No,25.83,33.7
SALE01463,2024-01-13,CUST045,PROD041,9,15,No,93.14,116.19
SALE01464,2024-09-24,CUST063,PROD017,8,25,No,223.8,252.22
SALE01465,2024-09-28,CUST195,PROD047,3,10,No,137.38,186.89
SALE01466,2024-11-12,CUST180,PROD030,1,30,No,154.3,232.73
SALE01467,2024-08-06,CUST068,PROD039,1,5,No,62.31,95.07
SALE01468,2023-06-01,CUST154,PROD031,6,5,Yes,497.96,606.38
SALE01469,2024-12-20,CUST002,PROD019,3,10,Yes,489.17,684.75
SALE01470,2023-02-18,CUST142,PROD035,4,5,No,458.47,700.51
SALE01471,2023-06-03,CUST108,PROD029,1,0,No,116.24,151.62
SALE01472,2023-10-20,CUST030,PROD001,8,15,No,131.87,206.52
SALE01473,2024-08-02,CUST049,PROD004,1,15,No,134.3,208.37
SALE01474,2023-02-19,CUST140,PROD028,5,15,No,91.45,110.11
SALE01475,2024-10-25,CUST044,PROD018,6,5,No,403.03,495.52
SALE01476,2024-06-14,CUST161,PROD026,2,10,No,350.75,417.47
SALE01477,2024-09-03,CUST013,PROD040,7,5,No,174.47,209.02
SALE01478,2023-03-01,CUST078,PROD019,7,0,No,489.17,760.14
SALE01479,2023-06-16,CUST126,PROD006,1,10,No,290.02,454.05
SALE01480,2023-07-21,CUST098,PROD001,4,0,No,131.87,148.48
SALE01481,2023-05-26,CUST026,PROD008,4,0,No,385.93,539.07
SALE01482,2024-11-06,CUST149,PROD033,5,15,No,198.26,274.02
SALE01483,2024-03-14,CUST156,PROD043,1,0,No,200.25,259.38
SALE01484,2023-08-30,CUST048,PROD021,1,30,No,168.12,238.03
SALE01485,2024-08-03,CUST168,PROD024,7,10,No,460.37,724.48
SALE01486,2024-11-17,CUST066,PROD025,9,30,No,133.97,158.77
SALE01487,2024-07-14,CUST087,PROD047,1,0,No,137.38,159.39
SALE01488,2024-04-27,CUST079,PROD043,2,10,No,200.25,223.62
SALE01489,2023-04-18,CUST023,PROD019,6,5,Yes,489.17,627.08
SALE01490,2023-08-14,CUST081,PROD029,6,20,No,116.24,147.49
SALE01491,2024-11-03,CUST048,PROD010,2,5,No,374.66,492.83
SALE01492,2024-09-22,CUST124,PROD012,9,5,No,126.38,170.82
SALE01493,2024-10-22,CUST130,PROD033,4,20,No,198.26,293.21
SALE01494,2024-10-23,CUST084,PROD007,7,5,No,373.08,483.53
SALE01495,2024-03-07,CUST020,PROD017,6,0,No,223.8,283.18
SALE01496,2024-10-16,CUST187,PROD010,3,5,No,374.66,567.03
SALE01497,2024-02-23,CUST046,PROD031,8,15,No,497.96,759.34
SALE01498,2024-03-30,CUST131,PROD006,7,5,No,290.02,352.78
SALE01499,2023-06-09,CUST183,PROD017,9,5,No,223.8,281.39
SALE01500,2024-06-06,CUST012,PROD050,3,0,No,147.08,222.47
SALE01501,2024-10-11,CUST040,PROD037,1,10,No,38.35,43.71
SALE01502,2024-08-12,CUST066,PROD018,2,15,No,403.03,509.0
SALE01503,2023-03-18,CUST100,PROD026,1,5,Yes,350.75,464.45
SALE01504,2024-05-23,CUST078,PROD049,5,5,Yes,25.83,30.83
SALE01505,2024-03-16,CUST016,PROD016,2,0,No,268.9,319.98
SALE01506,2023-09-11,CUST083,PROD008,3,0,No,385.93,506.51
SALE01507,2023-11-16,CUST162,PROD024,8,0,No,460.37,680.09
SALE01508,2023-09-20,CUST044,PROD013,5,10,No,206.11,313.31
SALE01509,2024-08-19,CUST134,PROD029,4,10,No,116.24,184.78
SALE01510,2024-10-19,CUST192,PROD032,5,25,No,351.49,399.64
SALE01511,2024-07-07,CUST100,PROD024,6,0,No,460.37,556.28
SALE01512,2024-01-09,CUST022,PROD016,7,10,No,268.9,397.52
SALE01513,2024-09-28,CUST018,PROD011,9,10,Yes,343.71,470.99
SALE01514,2023-06-16,CUST012,PROD032,1,10,No,351.49,444.23
SALE01515,2024-04-03,CUST180,PROD006,4,20,No,290.02,348.83
SALE01516,2023-10-07,CUST123,PROD035,9,0,No,458.47,568.61
SALE01517,2024-11-30,CUST117,PROD033,5,0,No,198.26,260.64
SALE01518,2023-10-29,CUST051,PROD018,8,15,Yes,403.03,479.03
SALE01519,2024-06-14,CUST071,PROD037,1,5,No,38.35,60.67
SALE01520,2024-08-02,CUST048,PROD013,4,0,No,206.11,237.81
SALE01521,2023-08-06,CUST019,PROD010,9,5,No,374.66,596.75
SALE01522,2023-04-12,CUST006,PROD037,1,5,Yes,38.35,58.33
SALE01523,2024-07-07,CUST084,PROD026,1,10,No,350.75,460.04
SALE01524,2023-10-15,CUST155,PROD046,4,0,No,186.57,274.24
SALE01525,2023-06-16,CUST053,PROD017,3,5,No,223.8,321.32
SALE01526,2024-09-12,CUST107,PROD001,7,10,No,131.87,159.12
SALE01527,2023-02-05,CUST101,PROD025,3,10,No,133.97,170.08
SALE01528,2023-12-19,CUST048,PROD034,1,30,Yes,371.18,503.53
SALE01529,2024-11-06,CUST135,PROD039,2,0,No,62.31,88.41
SALE01530,2023-03-14,CUST187,PROD010,4,30,No,374.66,513.83
SALE01531,2024-10-09,CUST069,PROD020,1,10,No,282.44,377.48
SALE01532,2023-12-19,CUST011,PROD007,1,15,No,373.08,493.05
SALE01533,2023-03-11,CUST143,PROD016,8,5,Yes,268.9,362.78
SALE01534,2024-02-29,CUST192,PROD037,7,10,No,38.35,50.51
SALE01535,2024-12-08,CUST131,PROD029,8,20,No,116.24,159.33
SALE01536,2024-07-14,CUST122,PROD012,4,20,No,126.38,195.13
